"Word","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions","ExampleSentence","JmDictWordId"
"嬢ちゃん","嬢[じょう]ちゃん","じょうちゃん","6","5095","1","young girl,young lady","","2836096"
"おかしい","おかしい","おかしい","6","325","3","funny,amusing,comical,laughable,ridiculous,strange,odd,funny,peculiar,weird,wrong,unusual,eccentric,wrong,unsuitable,improper,inappropriate,unbecoming,suspicious","","1190860"
"条件","条[じょう]件[けん]","じょうけん","6","1366","3,0","condition,term,requirement,qualification,prerequisite","","1356510"
"場所","場[ば]所[しょ]","ばしょ","6","244","0","place,location,spot,position,area,room,space,sumo tournament","","1355850"
"しっかり","しっかり","しっかり","6","367","3","tightly (holding on),firmly,securely,strongly (built),solidly,sturdily,steadily,properly,well,sufficiently,hard (working, etc.),fully,completely,reliably,dependably,levelheadedly,shrewdly,wisely,cleverly","","1594400"
"絵","絵[え]","え","6","1684","1","picture,drawing,painting,sketch,image (TV, film, etc.),picture,footage","","1202270"
"燃え盛る","燃[も]え盛[さか]る","もえさかる","6","16516","4","to blaze,to burn brightly","","1851620"
"あの子","あの子[こ]","あのこ","6","590","2","that child,that kid,that boy,that girl,that young lady,you","","2707760"
"ねぇ","ねぇ","ねぇ","6","1286","1","right?,isn't it?,doesn't it?,don't you?,don't you think?,hey,say,listen,look,come on,you know,you see,I must say,I should think,will you?,please,so, ...,well, ...,you see, ...,you understand?,I'm not sure if ...,I have my doubts about whether ...","","2029080"
"はぁーっ","はぁーっ","はぁーっ","6","14544","1","yes,indeed,well,ha!,what?,huh?,sigh","","2069620"
"降参","降[こう]参[さん]","こうさん","6","7061","0","surrender,submission,capitulation,being defeated (e.g. by a problem),giving up,giving in","","1282860"
"護衛","護[ご]衛[えい]","ごえい","6","5485","0","guard,convoy,escort","","1271510"
"っけ","っけ","っけ","6","695","","remind me,I forget,was it?,was that what happened?","","2130430"
"おかげで","おかげで","おかげで","6","599","","thanks to ...,owing to ...,because of ...","","1270210"
"忘れる","忘[わす]れる","わすれる","6","196","0","to forget,to leave carelessly,to be forgetful of,to forget about,to forget (an article)","","1519210"
"海里","海[かい]里[り]","かいり","6","71009","1","nautical mile","","1589740"
"お前さん","お前[まえ]さん","おまえさん","6","7025","0","you,hubby,dearie","","1002300"
"攻撃","攻[こう]撃[げき]","こうげき","6","1363","0","attack,assault,raid,onslaught,offensive,criticism,censure,denunciation,condemnation,cyber attack (e.g. DDoS)","","1279170"
"そうです","そうです","そうです","6","539","","that is so,that is right,it looks to me,that's my impression,people say that,it is said that,I hear that","","2837492"
"変","変[へん]","へん","6","324","1","strange,odd,peculiar,weird,curious,eccentric,funny,suspicious,fishy,unexpected,change,incident,disturbance,disaster,accident,emergency,flat","","1510640"
"達成","達[たっ]成[せい]","たっせい","6","3852","0","achievement,attainment,accomplishment,realization","","1416260"
"目指す","目[め]指[ざ]す","めざす","6","1004","2","to aim at (for, to do, to become),to try for,to have an eye on,to go toward,to head for","","1535440"
"速く","速[はや]く","はやく","6","3614","1","early,soon,quickly,swiftly,rapidly,fast","","1400150"
"おい","おい","おい","6","168","1","hey!,say!,I say!,come on!,look!,oi!,I,me","","1001200"
"弾","弾[たま]","たま","6","3094","0,1","ball,sphere,globe,orb,bead (of sweat, dew, etc.),drop,droplet,ball (in sports),pitch (e.g. in baseball),pile (of noodles, etc.),bullet,bulb (i.e. a light bulb),lens (of glasses, etc.),bead (of an abacus),ball (i.e. a testicle),gem,jewel (esp. spherical; sometimes used figuratively),pearl,female entertainer (e.g. a geisha),person (when commenting on their nature),character,item, funds or person used as part of a plot,egg,okonomiyaki,coin,precious,beautiful,excellent","","1240530"
"まま","まま","まま","6","215","2,0","as (it is),remaining (in a state),keeping (the same),leaving (unchanged),with (e.g. one's eyes closed, the light on),while (e.g. standing, alive),as,as (one pleases, one is told, etc.),according to,sic","","1585410"
"町","町[まち]","まち","6","1447","1","town,block,neighbourhood,neighborhood,downtown,main street,street,road","","1603990"
"もらう","もらう","もらう","6","366","0","to receive,to take,to accept,to get someone to do something,to have in one's pocket (a fight, match),to contract (a disease),to catch,to be affected","","1535910"
"気になる","気[き]になる","きになる","6","437","","to weigh on one's mind,to bother one,to worry about,to be concerned about,to care about,to feel uneasy,to be anxious,to be interested (in),to be curious (about),to wonder (about),to catch one's eye,to feel like (doing),to feel inclined to,to bring oneself to (do)","","1221690"
"実力","実[じつ]力[りょく]","じつりょく","6","2360","0","(real) ability,true strength,merit,efficiency,competency,arms,force","","1321530"
"とても","とても","とても","6","439","0","very,awfully,exceedingly,(not) at all,by no means,simply (cannot)","","1008630"
"美少女","美[び]少[しょう]女[じょ]","びしょうじょ","6","5794","2","beautiful girl","","1486500"
"なので","なので","なので","6","623","","because,as,since,so,therefore,because of that,therefore,accordingly,consequently,on those grounds,that is why,for that reason","","2827864"
"目的","目[もく]的[てき]","もくてき","6","741","0","purpose,goal,aim,objective,intention,motive","","1535560"
"全部","全[ぜん]部[ぶ]","ぜんぶ","6","231","1","all,entire,whole,altogether","","1396130"
"ことになる","ことになる","ことになる","6","256","","to have been decided (so) that,to have been arranged (so) that,to be the result (of),to be the outcome,to be the reason (for)","","1004590"
"入学","入[にゅう]学[がく]","にゅうがく","6","4286","0","admission (to a school or university),entrance,enrolment,enrollment,matriculation","","1465850"
"半年","半[はん]年[とし]","はんとし","6","2112","1,0","half a year,six months","","1583190"
"離れる","離[はな]れる","はなれる","6","416","3","to be separated,to be apart,to be distant,to leave,to go away,to leave (a job, etc.),to quit,to give up,to lose connection with,to drift away from","","1550840"
"半分","半[はん]分[ぶん]","はんぶん","6","1077","3,0","half","","1479890"
"いちばん","いちばん","いちばん","6","3279","2,3","number one,first,first place,best,most,game,round,bout,as a test,as an experiment,by way of experiment,by way of trial,tentatively,song (e.g. in noh),piece","","1165970"
"用意","用[よう]意[い]","ようい","6","537","1","preparation,arrangements,provision,getting ready,laying out (e.g. a meal)","","1546220"
"は","は","は","6","1379","1","yes,indeed,well,ha!,what?,huh?,sigh","","2069620"
"確か","確[たし]か","たしか","6","269","1","sure,certain,positive,definite,reliable,trustworthy,safe,sound,firm,accurate,correct,exact,If I'm not mistaken,If I remember correctly,If I remember rightly","","1596930"
"日","日[ひ]","ひ","6","242","0,1","day,days,sun,sunshine,sunlight,(the) day,daytime,daylight,date,deadline,(past) days,time (e.g. of one's childhood),case (esp. unfortunate),event","","1463770"
"計画","計[けい]画[かく]","けいかく","6","1386","0","plan,project,schedule,scheme,program,programme","","1252090"
"号","号[ごう]","ごう","6","2748","1","number,edition,make,model,issue,part of that group,sobriquet,pen-name,size (of printing types, canvases, knitting needles, etc.),suffix attached to names of ships, trains, airplanes, etc.","","1284220"
"役目","役[やく]目[め]","やくめ","6","1987","3","duty,role,function","","1538080"
"小","小[しょう]","しょう","6","5104","1","smallness,small item,short month (i.e. having fewer than 31 days),elementary school,smaller (of two things, places, etc. with the same name),inferior,younger (of two people with the same name),junior,unit of field area (approx. 400 sq m)","","2083540"
"新しい","新[あたら]しい","あたらしい","6","364","4","new,novel,fresh,recent,latest,up-to-date,modern","","1361490"
"問題","問[もん]題[だい]","もんだい","6","331","0","question (e.g. on a test),problem,problem (e.g. societal, political),question,issue,subject (e.g. of research),case,matter,question (i.e. doubt),public discussion,controversy,trouble,problem,inconvenience,difficulty","","1536010"
"さて","さて","さて","6","641","1","well,now,then","","1585460"
"基本","基[き]本[ほん]","きほん","6","2116","0","basics,fundamentals,basis,foundation","","1219190"
"ひょっとして","ひょっとして","ひょっとして","6","3064","","by any chance,(should) it happen (that),by some chance","","2096190"
"いやぁ","いやぁ","いやぁ","6","2786","2,1","oh,oh my,oh dear,wow,well, ...,er ...,why, ...","","2830360"
"俺","俺[おれ]","おれ","6","49","0","I,me","","1576870"
"うっかり","うっかり","うっかり","6","3224","3","carelessly,thoughtlessly,inadvertently","","1001010"
"外","外[そと]","そと","6","338","0","outside,exterior,the open (air),other place,somewhere else,outside one's group (family, company, etc.)","","1203250"
"こういう","こういう","こういう","6","319","0","such,this sort of,like this","","1004320"
"頭","頭[あたま]","あたま","6","273","3","head,hair (on one's head),mind,brains,intellect,leader,chief,boss,captain,top,tip,beginning,start,head,person,down payment,deposit,top structural component of a kanji,pair","","1582310"
"廃校","廃[はい]校[こう]","はいこう","6","37908","0","closing of a school,closed school","","1679730"
"生物","生[せい]物[ぶつ]","せいぶつ","5","3804","2","living thing,organism,creature,life,biology","","1379430"
"市場","市[し]場[じょう]","しじょう","5","7980","1","market (financial, stock, domestic, etc.),marketplace,exchange,(street) market","","1308305"
"泣く","泣[な]く","なく","5","420","0","to cry,to shed tears,to weep,to sob,to suffer (from),to be troubled (by),to face hardship,to accept (an unreasonable request, loss, etc.),to do reluctantly,to make sacrifices,to be not worth the name,to suffer (of a reputation),to be spoiled,to be put to shame,to lament,to bemoan,to bewail","","1229840"
"誘拐犯","誘[ゆう]拐[かい]犯[はん]","ゆうかいはん","5","20594","3","kidnapper,kidnaper,abductor","","1541940"
"騒ぎ","騒[さわ]ぎ","さわぎ","5","1904","1","uproar,disturbance","","1403020"
"手","手[て]","て","5","160","1","hand,arm,forepaw,foreleg,handle,hand,worker,help,trouble,care,effort,means,way,trick,move,technique,workmanship,hand,handwriting,kind,type,sort,one's hands,one's possession,ability to cope,hand (of cards),direction,move (in go, shogi, etc.)","","1327190"
"寝坊","寝[ね]坊[ぼう]","ねぼう","5","6701","0","sleeping in late,oversleeping,late riser,sleepyhead","","1360320"
"出かける","出[で]かける","でかける","5","1357","0","to go out (e.g. on an excursion or outing),to leave,to depart,to start,to set out,to be about to leave,to be just going out","","1598550"
"接客","接[せっ]客[きゃく]","せっきゃく","5","10163","0","serving customers,looking after visitors,reception","","1385360"
"痛い","痛[いた]い","いたい","5","361","2","painful,sore,cringy,embarrassing","","1432680"
"すぐ","すぐ","すぐ","5","260","1","immediately,at once,right away,directly,soon,before long,shortly,easily,readily,without difficulty,right (near),nearby,just (handy),honest,upright,frank,straightforward","","1430610"
"花","花[はな]","はな","5","1048","2","flower,blossom,bloom,petal,cherry blossom,beauty,blooming (esp. of cherry blossoms),ikebana,hanafuda,(the) best,glorious,lovely","","1194500"
"となる","となる","となる","5","577","","to become,to be","","2100900"
"たる","たる","たる","5","1359","0,2","(those) who are,(that) which is,in the capacity of","","2092660"
"届く","届[とど]く","とどく","5","642","2","to reach,to touch,to get to,to carry (of sound),to be delivered,to arrive,to be attentive,to be scrupulous,to be thorough,to be realized (of a desire),to be fulfilled,to get through (to someone),to be appreciated,to make an impression","","1457200"
"下","下[か]","か","5","4035","1,0","under (influence, control, conditions, etc. of),during (war, occupation, etc.)","","2159100"
"適当","適[てき]当[とう]","てきとう","5","1297","0","suitable,proper,appropriate,adequate,fit,fair,perfunctory,half-minded,sloppy,lazy,careless,noncommittal,unreliable,irresponsible,haphazard","","1437450"
"過ごす","過[す]ごす","すごす","5","889","2","to spend (time),to pass,to lead (a life),to live,to overdo (esp. alcohol consumption),to drink (alcohol),to carry too far,to carry to excess,to take care of,to support,to overdo,to do too much,to ... without acting on it,to ... without getting involved","","1196000"
"長","長[ちょう]","ちょう","5","2346","1","head,chief,leader,elder,merit,strong point,superiority,major","","1429740"
"仇討ち","仇[あだ]討[う]ち","あだうち","5","25574","0,4,2,3","vengeance,revenge,retaliation","","1227440"
"遊ぶ","遊[あそ]ぶ","あそぶ","5","544","0","to play (games, sports),to enjoy oneself,to have a good time,to mess about (with alcohol, gambling, philandery, etc.),to be idle,to do nothing,to be unused,to meet up (with friends),to hang out,to give oneself up (to gambling, drinking, etc.),to go to (for pleasure or for study),to tease (someone),to play (with),to intentionally throw a ball to lower the batter's concentration","","1542160"
"今まで","今[いま]まで","いままで","5","383","3","until now,till now,up to now,up to the present,so far","","1587590"
"言える","言[い]える","いえる","5","298","0","to be possible to say,to be able to say,said,have said","","1008860"
"時間","時[じ]間[かん]","じかん","5","170","0","time,hour,period,class,lesson","","1315920"
"大","大[だい]","だい","5","792","1","large,big,great,huge,vast,major,important,serious,severe,great,prominent,eminent,distinguished,-sized,as big as,the size of,university,large (e.g. serving size),large option,long month (i.e. having 31 days)","","2082450"
"高い","高[たか]い","たかい","5","380","2","high,tall,expensive,high-priced,high (level),above average (in degree, quality, etc.),loud,high-pitched,shrill","","1283190"
"一度","一[いち]度[ど]","いちど","5","362","2","once,one time,on one occasion,temporarily,for a moment,one degree,one tone,one musical interval","","1576250"
"拠点","拠[きょ]点[てん]","きょてん","5","6567","0","base (of operations),site,location,center,foothold,stronghold,(strategic) position","","1232440"
"連れる","連[つ]れる","つれる","5","406","0","to take (someone) with one,to bring along,to go with,to be accompanied by","","1559290"
"目立つ","目[め]立[だ]つ","めだつ","5","1539","2","to be conspicuous,to stand out","","1535700"
"子どもたち","子[こ]どもたち","こどもたち","5","10298","3","children,kids","","1307870"
"続く","続[つづ]く","つづく","5","432","0","to continue,to last,to go on,to continue (without a break),to be unbroken,to occur again and again,to lead to,to connect to,to adjoin,to come after,to follow,to succeed,to rank next to,to hold out,to keep,to last","","1405790"
"理由","理[り]由[ゆう]","りゆう","5","384","0","reason,grounds,pretext,excuse,motive","","1550140"
"班","班[はん]","はん","5","4560","1","group,party,team,squad,section","","1481640"
"禁則","禁[きん]則[そく]","きんそく","5","62546","0","prohibition","","1241610"
"調べる","調[しら]べる","しらべる","5","579","3","to examine,to look up,to investigate,to check up,to sense,to study,to inquire,to search","","1429060"
"過ぎる","過[す]ぎる","すぎる","5","636","2","to pass through,to pass by,to go beyond,to pass (of time),to elapse,to have expired,to have ended,to be over,to exceed,to surpass,to be above,to be no more than ...,to be excessive,to be too much,to be too ...","","1195970"
"どんな","どんな","どんな","5","177","1","what kind of,what sort of,what,no matter what (kind of),whatever,any,all","","1009330"
"先ほど","先[さき]ほど","さきほど","5","1381","0","a short while ago,a moment ago,just now,some time ago","","1388170"
"手入れ","手[て]入[い]れ","ていれ","5","4992","3,1","care,looking after,repair,maintenance,tending,trimming,grooming,(police) raid,crackdown","","1328250"
"血","血[ち]","ち","5","805","0","blood,blood,ancestry,lineage,stock,(the) blood,feelings,passions","","1255060"
"生活","生[せい]活[かつ]","せいかつ","5","696","0","life,living,livelihood,(one's) living","","1378860"
"連中","連[れん]中[ちゅう]","れんちゅう","5","1079","0","company,lot,people,bunch,gang,pack,guys,group,folks,troupe,company (of musicians)","","1559700"
"準備","準[じゅん]備[び]","じゅんび","5","496","1","preparation,arrangements,getting ready,provision,setup,reserving","","1341670"
"地竜","地[じ]竜[りゅう]","じりゅう","5","60924","0","herbal medicine prepared from dried earthworms","","2627780"
"お願いします","お願[ねが]いします","おねがいします","5","423","","please","","1001720"
"かしら","かしら","かしら","5","597","1","I wonder,do you think?,I might,how about,some kind,some stage,somehow,somewhere","","1002800"
"能力","能[のう]力[りょく]","のうりょく","5","1440","1","ability,faculty","","1470370"
"命","命[いのち]","いのち","5","569","0","life,life force,lifetime,lifespan,most important thing,foundation,core,paired tattoos of the ""life"" kanji on the upper arms of a man and woman (indicating unwavering love),fate,destiny,karma","","1531940"
"つく","つく","つく","5","421","1,2","to be attached,to be connected with,to adhere,to stick,to cling,to remain imprinted,to scar,to stain,to dye,to bear (fruit, interest, etc.),to be acquired (of a habit, ability, etc.),to increase (of strength, etc.),to take root,to accompany,to attend,to follow,to study with,to side with,to belong to,to possess,to haunt,to be lit,to catch fire,to ignite,to be turned on (of a light, appliance, etc.),to be settled,to be resolved,to be decided,to be given (of a name, price, etc.),to be sensed,to be perceived,to be lucky,to become (a state, condition, etc.)","","1495740"
"どうやら","どうやら","どうやら","5","947","1","possibly,apparently,(seem) likely,seemingly,somehow or other,with difficulty,barely,after a fashion","","1009020"
"番","番[ばん]","ばん","5","985","1","number (in a series),(one's) turn,watch,guard,lookout,rank,standing,position,bout,match,pieces (in a collection)","","2022640"
"嘘","嘘[うそ]","うそ","5","1743","1","lie,fib,falsehood,untruth,mistake,error,unwise move,bad decision,no way!,unbelievable!,really?!","","1172400"
"いる","いる","いる","5","984","0","to be needed,to be necessary,to be required,to be wanted,to need,to want","","1546640"
"戦い","戦[たたか]い","たたかい","5","1349","0","battle,war,fight,conflict,fight (against time, poverty, etc.),struggle (for freedom, survival, etc.),war (e.g. on drugs),battle (e.g. against nature),contest,competition,match,game","","1596950"
"方","方[ほう]","ほう","5","162","1","direction,way,side,area (in a particular direction),side (of an argument, etc.),one's part,type,category,field (of study, etc.),indicates one side of a comparison,way,method,manner,means,length (of each side of a square)","","1516930"
"あら","あら","あら","5","527","1,0,2","oh!,ah!,oh no","","1000520"
"上げる","上[あ]げる","あげる","5","712","0","to raise,to elevate,to move something (to a higher place),to put onto (e.g. a shelf),to increase (price, quality, status, etc.),to raise (a wage),to show someone (into a room),to let in (e.g. a guest),to give,to enrol (one's child in school),to enroll,to send (one's child; e.g. to college),to develop (talent, skill, etc.),to improve,to earn (something desirable),to achieve (e.g. a good result),to obtain,to promote (someone),to complete,to finish,to make (a loud sound),to raise (one's voice),to raise (one's gaze),to lift up (one's face),to look up,to do up (one's hair),to offer up (incense, a prayer, etc.) to the gods (or Buddha, etc.),to praise,to commend,to flatter,to make do (with less expenses than expected),to cover expenses (with a given amount),to set costs,to finish (one's studies),to complete (a lesson),to pass (e.g. a class),to upload (e.g. an image),to publish (on the internet),to post,to raise someone's spirits,to cheer someone up,to enhance a mood,(of the tide) to come in,to rise,to increase (of market price),to rise (of stock prices),to vomit,to throw up,to do for (the sake of someone else),to complete ...,to humbly do ...","","1352320"
"お湯","お湯[ゆ]","おゆ","5","3766","0","hot water,hot bath","","1002510"
"じいさん","じいさん","じいさん","5","6821","1","grandfather,male senior-citizen","","2231000"
"者","者[しゃ]","しゃ","5","1945","2","person,-er,expert,geisha,prostitute","","2153760"
"稼ぐ","稼[かせ]ぐ","かせぐ","5","2044","2","to earn (income),to make (money),to score (points, victory),to gain (time),to play (for time),to work hard (at one's job),to labor,to labour,to toil","","1194450"
"残す","残[のこ]す","のこす","5","561","2","to leave (behind),to leave (undone),to not finish,to save,to set aside,to reserve,to leave (to someone, esp. after one's death),to bequeath,to stay (in the ring),to hold on","","1600260"
"尽くす","尽[つ]くす","つくす","5","2295","2","to use up,to exhaust,to run out of,to devote oneself (to),to do one's utmost (for),to serve,to work (for a cause),to do to exhaustion,to do completely,to do fully","","1370090"
"最近","最[さい]近[きん]","さいきん","5","396","0","recently,lately,these days,nowadays,right now,nearest,closest","","1293780"
"くせに","くせに","くせに","5","664","","and yet,though,when,in spite of","","1631830"
"速い","速[はや]い","はやい","5","1872","2","fast,quick,rapid,swift,speedy,brisk,prompt,early,soon,earlier than usual,premature,too soon,too early,easy,simple,quick,fast,as soon as ...,the moment ...,the instant ...","","1404975"
"赤","赤[あか]","あか","5","2128","1","red,crimson,scarlet,red-containing colour (e.g. brown, pink, orange),Red (i.e. communist),red light (traffic),red ink (i.e. in finance or proof-reading),(in) the red,complete,total,perfect,obvious,copper,red 5-point card","","2013900"
"誰か","誰[だれ]か","だれか","5","225","1","someone,somebody","","1416840"
"なー","なー","なー","5","886","1","don't,do,hey,listen,look,say,now, ...,well, ...,I tell you!,you know,wow,ooh,right?,isn't it?,doesn't it?,don't you?,don't you think?,indicates na-adjective","","2029110"
"危険","危[き]険[けん]","きけん","5","758","0","danger,peril,hazard,risk","","1218560"
"助け","助[たす]け","たすけ","5","1464","3","assistance,help,aid,support,reinforcement","","1344390"
"どうしたの","どうしたの","どうしたの","5","402","","what's the matter?,what's wrong?,what happened (to) ...?,what have you done (with) ...?,where is ...?","","1008930"
"うれしい","うれしい","うれしい","5","786","3","happy,glad,pleased,delighted,overjoyed,joyful,delightful,gratifying,pleasant","","1219510"
"遺跡","遺[い]跡[せき]","いせき","5","11077","0","(archeological) remains,ruins,relics","","1159380"
"無事","無[ぶ]事[じ]","ぶじ","5","655","0","safety,security,peace,quiet,safely,without incident,successfully,good health,inaction,ennui","","1530030"
"まあ","まあ","まあ","5","163","1","just (e.g. ""just wait here""),come now,now, now,tolerably,passably,moderately,reasonably,fairly,rather,somewhat,well ...,I think ...,it would seem ...,you might say ...,Hmmm, I guess so ...,oh!,oh dear!,oh, my!,wow!,goodness gracious!,good heavens!","","1012050"
"すぐに","すぐに","すぐに","5","312","1","immediately,right away,at once,instantly","","1430620"
"孫娘","孫[まご]娘[むすめ]","まごむすめ","5","18603","3","granddaughter","","1406260"
"荷物","荷[に]物[もつ]","にもつ","5","1187","1","luggage,baggage,package,burden,payload (of a packet, cell, etc.)","","1195430"
"どこか","どこか","どこか","5","440","1","somewhere,in some respects,in some way","","1189000"
"なし","なし","なし","5","662","1","without,unacceptable,not alright,unsatisfactory,nonexistent,not being (there)","","1529560"
"飛び出す","飛[と]び出[だ]す","とびだす","5","1687","3","to jump out,to leap out,to fly out,to run out,to rush out,to bolt out,to appear (suddenly),to emerge,to come out,to protrude,to project,to jut out,to stick out,to leave (a company, one's hometown, etc.),to run away (from home),to cut ties with,to start flying","","1485350"
"送る","送[おく]る","おくる","5","372","0","to send,to dispatch,to forward,to transmit,to ship,to remit,to see (someone) off,to escort,to accompany,to take,to bid farewell to (the departed),to say goodbye to,to bury,to spend (time),to pass,to lead (a life),to live,to pass (on, along),to advance (a runner),to affix (okurigana)","","1402730"
"ですが","ですが","ですが","5","2567","1","but,however,(and) yet,nevertheless,still,for all that","","2850805"
"別に","別[べつ]に","べつに","5","306","3,0","(not) particularly,(not) especially,(not) specially,separately,apart,additionally,extra","","1509480"
"団","団[だん]","だん","5","5817","1","group,body,party,company,troupe,gang,corps,ring","","1956650"
"認める","認[みと]める","みとめる","5","587","4","to recognize,to recognise,to observe,to notice,to deem,to judge,to assess,to approve,to deem acceptable,to allow,to admit,to accept,to confess (to a charge),to watch steadily,to observe carefully,to renown,to give renown to,to appreciate,to acknowledge","","1467530"
"傷","傷[きず]","きず","5","1107","0","wound,injury,cut,gash,bruise,scratch,scrape,scar,chip,crack,scratch,nick,flaw,defect,weakness,weak point,stain (on one's reputation),disgrace,dishonor,dishonour,(emotional) hurt,hurt feelings","","1580260"
"らしい","らしい","らしい","5","143","","seeming ...,appearing ...,-ish,like a ...,typical of ...,appropriate for ...,becoming of ...,worthy of the name ...","","1013240"
"立つ","立[た]つ","たつ","5","453","1","to stand (up),to rise,to get to one's feet,to stand on end (e.g. of hairs),to stick up,to stand (in a position; of a person, tree, building, etc.),to be situated (in, on),to be (in difficulties, the lead, etc.),to put oneself (in a position or situation),to take up (a position, post, etc.),to position oneself,to leave (to do something),to depart (on a journey, trip, etc.),to leave,to set off,to start,to get stuck (into; of an arrow, thorn etc.),to pierce,to develop (of a haze, waves, etc.),to form (of steam, bubbles, etc.),to appear (of a rainbow, clouds, etc.),to rise (of smoke, waves, etc.),to begin to blow (of a wind, breeze, etc.),to spread (of a rumour, reputation, etc.),to be become widely known,to stand (for election),to run,to take action,to act,to rise (up),to rouse oneself,to have an erection,to become erect (e.g. of nipples),to be established (of a policy, plan, objective, etc.),to be formed,to be valid (of an argument, logic, etc.),to hold up,to hold water,to stand up (e.g. of evidence),to be logical,to be reasonable,to be sustained (of a living, business, etc.),to be maintained,to survive,to be preserved (of one's reputation, honour, etc.),to be saved,to start (of a season),to begin,to be held (of a market),to shut (of a door, shoji, etc.),to be shut,to be closed,to be (the result of a division)","","1597040"
"こう","こう","こう","5","222","0,1","in this way,like this,so,thus,this (much),so,uh,er,mm,well","","1004310"
"襲う","襲[おそ]う","おそう","5","1038","0,2","to attack,to assail,to make an assault,to strike,to hunt down,to succeed (someone in a post, role, etc.),to make a sudden visit","","1333330"
"通常","通[つう]常[じょう]","つうじょう","5","3160","0","usual,ordinary,normal,regular,general,common","","1433280"
"ようになる","ようになる","ようになる","5","426","","to reach the point where ...,to come to ...,to come to be that ...,to start to ...,to begin to ...","","1013130"
"あまり","あまり","あまり","5","536","1,3,0","remainder,remnant,rest,balance,surplus,remains (of a meal),leftovers,(not) very,(not) much,too much,excessively,overly,extreme,great,severe,tremendous,terrible,not very good,so-so,mediocre,more than,over","","1584930"
"一緒","一[いっ]緒[しょ]","いっしょ","5","509","0","(doing) together,one lump,one mixture,the same category,the same,identical,(at) the same time","","1163400"
"近く","近[ちか]く","ちかく","5","450","2,1","near,neighbourhood,neighborhood,vicinity,nearly (e.g. ""it took nearly one year""),close to,shortly,soon","","1242160"
"上がる","上[あ]がる","あがる","5","483","0","to rise,to go up,to come up,to ascend,to be raised,to enter (esp. from outdoors),to come in,to go in,to enter (a school),to advance to the next grade,to get out (of water),to come ashore,to be washed ashore,to float atop the water,to surface from the sea (e.g. of a corpse),to rise to the surface,to increase,to be raised (e.g. of a salary),to rise,to improve,to make progress,to be promoted,to advance,to be made (of profit, etc.),to occur (esp. of a favourable result),to be adequate (to cover expenses, etc.),to be finished,to be done,to be over,to stop (of rain),to clear up (of weather),to stop (working properly),to cut out,to give out,to die,to win (in a card game, etc.),to be spoken loudly,to be raised loudly (of a voice),to get nervous,to get stage fright,to be offered (to the gods, etc.),to go,to visit,to eat,to drink,to serve (in one's master's home),to enter a red light district,to amuse oneself in a red light district,to visit a brothel,to arise vigorously (e.g. of voices in excitement),to become excited,to be in uproar (e.g. of a crowd),to be complete,to finish,adds the connotation of an action happening strongly or violently,above,north of","","1352290"
"忙しい","忙[いそが]しい","いそがしい","5","631","3","busy,occupied,hectic,restless,hurried,fidgety","","1519290"
"落ち着く","落[お]ち着[つ]く","おちつく","5","461","0","to calm down,to compose oneself,to regain presence of mind,to relax,to calm down,to settle down,to die down,to become stable,to abate,to settle down (in a location, job, etc.),to settle in,to be settled (of an arrangement, conclusion, etc.),to be fixed,to have been reached,to harmonize with,to harmonise with,to match,to suit,to fit,to be unobtrusive,to be quiet,to be subdued","","1589220"
"思念","思[し]念[ねん]","しねん","5","19675","1","thought","","1825700"
"逃がす","逃[に]がす","にがす","5","1705","2","to set free,to let go,to release,to miss (e.g. a chance),to lose,to let get away,to fail to catch","","1450320"
"治る","治[なお]る","なおる","4","1731","2","to get better,to get well,to recover (from an illness),to be cured,to be restored,to heal","","1599400"
"養成","養[よう]成[せい]","ようせい","4","26743","0","training,education,development,cultivation","","1547190"
"そっか","そっか","そっか","4","637","","oh,right,I see,OK,gotcha","","2853750"
"えーと","えーと","えーと","4","2894","0,3","let me see,well,errr ...,uhh ...","","1001150"
"失礼","失[しつ]礼[れい]","しつれい","4","542","2","discourtesy,impoliteness,excuse me,goodbye,to leave,to be rude","","1320230"
"存在","存[そん]在[ざい]","そんざい","4","501","0","existence,being,presence","","1406150"
"笑う","笑[わら]う","わらう","4","321","0","to laugh,to smile,to sneer,to ridicule,to be dumbfounded,to be flabbergasted","","1351360"
"肉","肉[にく]","にく","4","1266","2","flesh,meat,flesh (of a fruit),pulp,the physical body (as opposed to the spirit),flesh,thickness,content,substance,flesh,ink pad","","1463520"
"こいつ","こいつ","こいつ","4","320","0","he,she,this fellow,this guy,this person,this,this one,this thing,hey, you!,you bastard!,damn you!","","1579070"
"力","力[りょく]","りょく","4","3345","3","strength,power,proficiency,ability","","1554840"
"収納","収[しゅう]納[のう]","しゅうのう","4","11010","0","storage,putting away,receipt (of funds, payment, etc.),harvesting","","1330830"
"行方不明","行方[ゆくえ]不[ふ]明[めい]","ゆくえふめい","4","3990","4","missing (of a person),lost,unaccounted for,whereabouts unknown","","1282190"
"両親","両[りょう]親[しん]","りょうしん","4","1473","1","parents,both parents","","1602710"
"お約束","お約[やく]束[そく]","おやくそく","4","6217","0","promise,agreement,arrangement,one's word,contract,pact,appointment,engagement,date,something expected or predictable (e.g. running gag),typical or clichéd development (in a story),something considered obligatory or guaranteed (in a certain situation)","","2813370"
