"Word","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions","ExampleSentence","JmDictWordId"
"立つ","立[た]つ","たつ","2","453","1","to stand (up),to rise,to get to one's feet,to stand on end (e.g. of hairs),to stick up,to stand (in a position; of a person, tree, building, etc.),to be situated (in, on),to be (in difficulties, the lead, etc.),to put oneself (in a position or situation),to take up (a position, post, etc.),to position oneself,to leave (to do something),to depart (on a journey, trip, etc.),to leave,to set off,to start,to get stuck (into; of an arrow, thorn etc.),to pierce,to develop (of a haze, waves, etc.),to form (of steam, bubbles, etc.),to appear (of a rainbow, clouds, etc.),to rise (of smoke, waves, etc.),to begin to blow (of a wind, breeze, etc.),to spread (of a rumour, reputation, etc.),to be become widely known,to stand (for election),to run,to take action,to act,to rise (up),to rouse oneself,to have an erection,to become erect (e.g. of nipples),to be established (of a policy, plan, objective, etc.),to be formed,to be valid (of an argument, logic, etc.),to hold up,to hold water,to stand up (e.g. of evidence),to be logical,to be reasonable,to be sustained (of a living, business, etc.),to be maintained,to survive,to be preserved (of one's reputation, honour, etc.),to be saved,to start (of a season),to begin,to be held (of a market),to shut (of a door, shoji, etc.),to be shut,to be closed,to be (the result of a division)","","1597040"
"あまり","あまり","あまり","2","536","1,3,0","remainder,remnant,rest,balance,surplus,remains (of a meal),leftovers,(not) very,(not) much,too much,excessively,overly,extreme,great,severe,tremendous,terrible,not very good,so-so,mediocre,more than,over","","1584930"
"とは","とは","とは","2","82","","indicates word or phrase being defined,used for quoting (thoughts, speech, etc.),with,(not) as much as,(not) so much as,the fact that,to think that,such a thing as","","2028950"
"すぎる","すぎる","すぎる","2","582","2","to pass through,to pass by,to go beyond,to pass (of time),to elapse,to have expired,to have ended,to be over,to exceed,to surpass,to be above,to be no more than ...,to be excessive,to be too much,to be too ...","","1195970"
"思念","思[し]念[ねん]","しねん","2","19675","1","thought","","1825700"
"扉","扉[とびら]","とびら","2","1422","0","door,gate,opening,title page","","1483380"
"掌握","掌[しょう]握[あく]","しょうあく","2","11910","0","grasping,seizing,holding,commanding,having control over","","1349660"
"大きい","大[おお]きい","おおきい","2","410","3","big,large,great,loud,extensive,spacious,important,decisive,valuable,older,grown-up","","1588880"
"食べる","食[た]べる","たべる","2","197","2","to eat,to live on (e.g. a salary),to live off,to subsist on","","1358280"
"どうしたの","どうしたの","どうしたの","2","402","","what's the matter?,what's wrong?,what happened (to) ...?,what have you done (with) ...?,where is ...?","","1008930"
"我々","我[われ]々[われ]","われわれ","2","813","0","we","","1607050"
"開ける","開[あ]ける","あける","2","435","0","to open (a door, etc.),to unwrap (e.g. parcel, package),to unlock,to open (for business, etc.),to empty,to remove,to make space,to make room,to move out,to clear out,to be away from (e.g. one's house),to leave (temporarily),to dawn,to grow light,to end (of a period, season),to begin (of the New Year),to leave (one's schedule) open,to make time (for),to make (a hole),to open up (a hole)","","1202450"
"みんな","みんな","みんな","2","115","0,2","everyone,everybody,all,everything,all","","1202150"
"そう","そう","そう","2","30","0,1","in that way,thus,such,so,the same,that's the case,so?","","2137720"
"気をつける","気[き]をつける","きをつける","2","912","","to be careful,to pay attention,to take care","","1591990"
"何","何[なん]","なん","2","86","0,1","what,how many,many,a lot of,several,a few,some","","2846738"
"よろしく","よろしく","よろしく","2","467","0,2","well,properly,suitably,best regards,please remember me,please treat me favorably (favourably),please take care of,please do,just like ...,as though one were ...,by all means,of course","","1224890"
"おね","おね","おね","2","27832","1,2","(mountain) ridge","","1485800"
"以外","以[い]外[がい]","いがい","2","436","1","excluding,except (for),apart from,other than,besides,in addition to,outside (a boundary, scope, etc.)","","1155090"
"すてき","すてき","すてき","2","2494","0","lovely,wonderful,charming,enchanting,nice,great,splendid,marvellous (marvelous),fantastic,superb","","1397350"
"とりあえず","とりあえず","とりあえず","2","651","3,4,0","first of all,at once,right away,for now,for the time being,tentatively,anyway,at least","","1598980"
"半分","半[はん]分[ぶん]","はんぶん","2","1077","3,0","half","","1479890"
"死ぬ","死[し]ぬ","しぬ","2","173","0","to die,to pass away,to lose spirit,to lose vigor,to look dead,to cease,to stop","","1310730"
"えーと","えーと","えーと","2","2894","0,3","let me see,well,errr ...,uhh ...","","1001150"
"ありがとうございます","ありがとうございます","ありがとうございます","2","337","","thank you","","1541040"
"古","古[ふる]","ふる","2","25090","0","used item,secondhand item,old,used,previous","","1265060"
"竜","竜[りゅう]","りゅう","2","6194","0","dragon (esp. a Chinese dragon),naga,semi-divine human-cobra chimera in Hindu and Buddhist mythology,promoted rook","","1629170"
"違和感","違[い]和[わ]感[かん]","いわかん","2","2758","2","uncomfortable feeling,feeling out of place,sense of discomfort,malaise,physical unease","","1159020"
"ような","ような","ような","2","94","","like,similar to,(I) think (that),(I) have a feeling (that),feels like,feels similar to,feels as if","","2409180"
"よう","よう","よう","2","146","2","appearing ...,looking ...,way to ...,method of ...ing,form,style,design,like,similar to,thing (thought or spoken)","","1605840"
"事件","事[じ]件[けん]","じけん","2","845","1","event,affair,incident,case,plot,trouble,scandal","","1313830"
"おとなしい","おとなしい","おとなしい","2","1665","4","gentle,quiet,mild,meek,obedient,docile,well-behaved,tame,quiet (color, pattern, etc.),sober","","1414190"
"行方不明","行方[ゆくえ]不[ふ]明[めい]","ゆくえふめい","2","3990","4","missing (of a person),lost,unaccounted for,whereabouts unknown","","1282190"
"来る","来[く]る","くる","2","64","1","to come (spatially or temporally),to approach,to arrive,to come back,to do ... and come back,to come to be,to become,to get,to grow,to continue,to come from,to be caused by,to derive from,to come to (e.g. ""when it comes to spinach ..."")","","1547720"
"おっと","おっと","おっと","2","1368","1","uh-oh,oops,sorry","","2084570"
"なんで","なんで","なんで","2","208","1","why?,what for?,how?,by what means?","","1611020"
"あの","あの","あの","2","58","1","that,those,the","","1000420"
"えー","えー","えー","2","352","1,2,0","yes,that is correct,right,um,errr,well,huh?,grrr,gah,must I?,good","","1001140"
"そういう","そういう","そういう","2","151","0","such,like that,that sort of","","1394680"
"そっち","そっち","そっち","2","457","3","that way,that direction,there,that (one),you,your family,your company,that person","","1006780"
"相手","相[あい]手[て]","あいて","2","221","3","companion,partner,company,other party,addressee,counterparty,opponent (sports, etc.)","","1401000"
"特典","特[とく]典[てん]","とくてん","2","13386","0","privilege,special favor,special favour,benefit,prerogative,perk,amenity","","1455220"
"わけ","わけ","わけ","2","159","1,2","reason,cause,grounds,meaning,sense,(good) sense,reason,circumstances,case,(romantic) relationship,love affair","","1538330"
"生きる","生[い]きる","いきる","2","216","2","to live,to exist,to make a living,to subsist,to be in effect,to be in use,to function,to come to life,to be enlivened,to be safe (in baseball, go, etc.)","","1378520"
"お約束","お約[やく]束[そく]","おやくそく","2","6217","0","promise,agreement,arrangement,one's word,contract,pact,appointment,engagement,date,something expected or predictable (e.g. running gag),typical or clichéd development (in a story),something considered obligatory or guaranteed (in a certain situation)","","2813370"
"平均値","平[へい]均[きん]値[ち]","へいきんち","2","39441","3","average value,mean value,mean,expectation","","1507210"
"もちろん","もちろん","もちろん","2","282","2","of course,certainly,naturally","","1535780"
"いろいろ","いろいろ","いろいろ","2","574","0","various,a variety of,all sorts of,many (different),variously,in various ways,in many ways,various things,this and that","","1587850"
"でしょう","でしょう","でしょう","2","153","","it seems,I think,I guess,I wonder,right?,don't you agree?","","1008420"
"宿","宿[やど]","やど","2","4970","2","lodging,inn,hotel,house,home,dwelling,home of a servant's parents (or guarantor, etc.)","","1337190"
"うち","うち","うち","2","141","0","inside,within,while (e.g. one is young),during,within (e.g. a day),in the course of,among,amongst,(out) of,between,in (secret, chaos, poverty, etc.),amidst,with (e.g. success),within oneself,one's feelings,inner thoughts,we,our company,our organization,one's home,one's family,my spouse,my husband,my wife,signed on behalf of (husband's name) by his wife,I,me,imperial palace grounds,emperor","","1457730"
"枚","枚[まい]","まい","2","1384","1","counter for thin, flat objects (e.g. sheets of paper, plates, coins),counter for portions of gyōza or soba,counter for ranks,counter for wrestlers of a particular rank,counter for fields or rice paddies,counter for palanquin bearers","","1524610"
"かな","かな","かな","2","106","0","I wonder,should I?,is it?,I wish that,I hope that","","1002940"
"友達","友[とも]達[だち]","ともだち","2","513","0","friend,companion","","1540170"
"倉庫","倉[そう]庫[こ]","そうこ","2","3729","1","storehouse,warehouse,godown","","1399120"
"お母さん","お母[かあ]さん","おかあさん","2","592","2","mother,mom,mum,ma,wife,you (of an elderly person older than the speaker),she,her","","1002650"
"要するに","要[よう]するに","ようするに","2","3380","3","in short,in a word,to sum up,to put it simply,to make a long story short,after all","","1546620"
"ください","ください","ください","2","344","3","please (give me),please (do for me)","","1184270"
"もしかしたら","もしかしたら","もしかしたら","2","1084","1","perhaps,maybe,perchance,by some chance,by any chance","","1012510"
"本当","本[ほん]当[とう]","ほんとう","2","140","0","truth,reality,actuality,fact,proper,right,correct,official,genuine,authentic,real,natural,veritable","","1523060"
"できる","できる","できる","2","60","2","to be able to do,to be possible,to be permitted (to do),to be good at,to do well,to be proficient (in),to be capable,to come into existence,to form,to appear,to come up (of a matter),to be born,to make (a friend),to get (a girlfriend, free time, etc.),to be made,to be built,to be constructed,to be formed,to be established,to be set up,to be finished,to be completed,to be done,to be ready,to grow (of a crop),to be produced,to be mature and well-balanced,to be of fine character,to be by nature,to be born ...,to become (sexually) involved (with),to become intimate (with),to take up (with someone),to get pregnant","","1340450"
"さん","さん","さん","2","4569","0","three,3","","1579350"
"捜す","捜[さが]す","さがす","2","1053","0","to search for,to look for,to hunt for,to seek,to search (a house, pocket, etc.),to search through,to rummage in (e.g. a drawer),to fish around","","1593670"
"ころ","ころ","ころ","1","1925","1","(approximate) time,around,about,toward,suitable time (or condition),time of year,season","","1579080"
"どんな","どんな","どんな","1","177","1","what kind of,what sort of,what,no matter what (kind of),whatever,any,all","","1009330"
"連想","連[れん]想[そう]","れんそう","1","8325","0","association (of ideas),being reminded (of something),suggestion","","1559600"
"お手伝い","お手伝[てつだ]い","おてつだい","1","2723","2","maid,helper,help,assistance","","1612810"
"心強い","心[こころ]強[づよ]い","こころづよい","1","4170","5","heartening,reassuring","","1360640"
"頼む","頼[たの]む","たのむ","1","202","2","to request,to beg,to ask,to call,to order,to reserve,to entrust to,to rely on,please,please do,help me out here","","1548370"
"尋問","尋[じん]問[もん]","じんもん","1","8744","0","questioning,interrogation,examination (of a witness)","","1369980"
"連中","連[れん]中[ちゅう]","れんちゅう","1","1079","0","company,lot,people,bunch,gang,pack,guys,group,folks,troupe,company (of musicians)","","1559700"
"大概","大[たい]概[がい]","たいがい","1","8751","0","generally,mainly,usually,normally,mostly,for the most part,nearly all,almost all,most,gist,summary,outline,main idea,staying within bounds,not overdoing (something),not getting carried away,not going too far,being moderate,probably,perhaps,in all likelihood,considerably,greatly,really","","1413230"
"やがる","やがる","やがる","1","491","","to have the nerve to","","1012740"
"あーん","あーん","あーん","1","3070","","opening (one's mouth) wide,saying ""aah"",crying loudly,wailing,bawling","","2277880"
"世紀末","世[せい]紀[き]末[まつ]","せいきまつ","1","28062","3,0","end of a century (esp. 19th),fin-de-siècle,end of the world (esp. in fiction),apocalypse","","1374000"
"悪人","悪[あく]人[にん]","あくにん","1","7823","0","bad person,villain,scoundrel,wrongdoer,wicked person","","1152020"
"いたい","いたい","いたい","1","3545","2","painful,sore,cringy,embarrassing","","1432680"
"それにしても","それにしても","それにしても","1","1017","5","nevertheless,at any rate,even so,all things considered,be that as it may","","2008730"
"初登場","初[はつ]登[とう]場[じょう]","はつとうじょう","1","33952","","debut,first appearance","","2713780"
"いつの間にか","いつの間[ま]にか","いつのまにか","1","1702","5,4","before one knows,before one becomes aware of,unnoticed,unawares","","1188850"
"何の","何[なん]の","なんの","1","525","1","what,what kind of,what sort of,no ...,any,adds emphasis to the preceding word,no,not at all,oh (it's nothing)","","1920245"
"用","用[よう]","よう","1","517","1","business,task,errand,engagement,use,purpose,for the use of ...,used for ...,made for ...,call of nature,excretion","","1546200"
"舌","舌[した]","した","1","2268","2","tongue,tongue-like object,clapper (of a bell),talon (of a lock),reed (of a musical instrument)","","1387010"
"切れる","切[き]れる","きれる","1","997","2","to break,to snap,to be cut,to split,to crack,to be injured,to wear out,to be worn out,to break,to burst,to collapse,to wear off,to stop working,to go dead,to expire (time limit, etc.),to run out,to become due,to run out (of stock, etc.),to be exhausted,to be used up,to be sold out,to be out of,to be broken off (e.g. of a relationship),to break up,to have severed ties,to be cut off,to be disconnected,to cut well,to be sharp,to be sharp-minded,to be keen,to be shrewd,to be quick-witted,to be able,to be short of,to drop under (a certain figure),to beat (e.g. a record time),to dry off,to curve,to veer,to shuffle (cards),to get angry,to snap,to blow one's top,to lose one's temper,to flip,to be able to do completely","","1384860"
"気になる","気[き]になる","きになる","1","437","","to weigh on one's mind,to bother one,to worry about,to be concerned about,to care about,to feel uneasy,to be anxious,to be interested (in),to be curious (about),to wonder (about),to catch one's eye,to feel like (doing),to feel inclined to,to bring oneself to (do)","","1221690"
"よく","よく","よく","1","121","1","nicely,properly,well,skillfully,skilfully,frequently,often,I'm glad that you ...,thank you for ...,(you have) quite the nerve to,I don't know how you can ...","","1605870"
"怪","怪[かい]","かい","1","17846","1","mystery,wonder","","1955890"
"しいら","しいら","しいら","1","66380","0,1","mahi-mahi (Coryphaena hippurus),common dolphinfish,dolphin,dorado","","2194560"
"どっち","どっち","どっち","1","516","1","which way,which direction,where,which one (esp. of two alternatives),who","","1189360"
"生","生[なま]","なま","1","2196","1","raw,uncooked,fresh,natural,as it is,unedited,unprocessed,unprotected (sex),raw,bareback,live (i.e. not recorded),inexperienced,unpolished,green,crude,impudence,sauciness,unpasteurized beer,draft beer,draught beer,blank (e.g. disk),unused,just a little,somehow,vaguely,partially,somewhat,half-,semi-,insufficient,incomplete,half-baked,half-hearted,perfunctory,cash,tipsiness","","1378450"
"うれしそう","うれしそう","うれしそう","1","6110","","delightful,glad-looking","","1616370"
"汚物","汚[お]物[ぶつ]","おぶつ","1","21018","0,1","filth (esp. excrement, feces, urine),muck,waste,garbage,dirt,dust","","1179120"
"消毒","消[しょう]毒[どく]","しょうどく","1","12023","0","disinfection,sterilization,sterilisation","","1350270"
"火","火[ひ]","ひ","1","1353","1","fire,flame,blaze","","1193610"
"殺す","殺[ころ]す","ころす","1","400","0","to kill,to slay,to murder,to slaughter,to suppress,to block,to hamper,to destroy (e.g. talent),to eliminate (e.g. an odour),to spoil (e.g. a flavour),to kill (e.g. one's speed),to suppress (a voice, feelings, etc.),to hold back,to stifle (a yawn, laugh, etc.),to hold (one's breath),to put out (a runner),to pawn,to put in hock","","1299030"
"たち","たち","たち","1","124","1","pluralizing suffix (esp. for people and animals; formerly honorific)","","1416220"
"巻き込む","巻[ま]き込[こ]む","まきこむ","1","1160","3","to roll up,to enfold,to swallow up,to involve,to drag into","","1211150"
"手加減","手[て]加[か]減[げん]","てかげん","1","4460","2","measuring by feel,adjusting by feel,doing by feel,knack,skill,adapting to the situation (one's strength, strictness, etc.),making allowances,using discretion,going easy (on someone)","","1327350"
"死んでも","死[し]んでも","しんでも","1","3054","","at the risk of one's life,even if (I) die,even if it kills one (me, him, etc.),at all costs,no matter what,as long as I live,definitely","","2838800"
"問題ない","問[もん]題[だい]ない","もんだいない","1","1521","","no problem,all right,not an issue,unobjectionable","","2848696"
"赤","赤[あか]","あか","1","2128","1","red,crimson,scarlet,red-containing colour (e.g. brown, pink, orange),Red (i.e. communist),red light (traffic),red ink (i.e. in finance or proof-reading),(in) the red,complete,total,perfect,obvious,copper,red 5-point card","","2013900"
"は","は","は","1","1379","1","yes,indeed,well,ha!,what?,huh?,sigh","","2069620"
"いかに","いかに","いかに","1","2666","2","how,in what way,how (much),to what extent,however (much),no matter how,hey,oi","","1466970"
"誰か","誰[だれ]か","だれか","1","225","1","someone,somebody","","1416840"
"閉じ込める","閉[と]じ込[こ]める","とじこめる","1","2861","4,0","to lock up,to shut up,to imprison","","1508560"
"感じ","感[かん]じ","かんじ","1","356","0","feeling,sense,impression","","1212250"
"見張り","見[み]張[は]り","みはり","1","8668","0","watch,guard,lookout,surveillance,watchman,sentinel","","1630860"
"外","外[そと]","そと","1","338","0","outside,exterior,the open (air),other place,somewhere else,outside one's group (family, company, etc.)","","1203250"
"ども","ども","ども","1","1619","0,1","first-person plural (or singular),second or third person plural (implies speaker is of higher status than those referred to)","","1234250"
"助け","助[たす]け","たすけ","1","1464","3","assistance,help,aid,support,reinforcement","","1344390"
"おかしい","おかしい","おかしい","1","325","3","funny,amusing,comical,laughable,ridiculous,strange,odd,funny,peculiar,weird,wrong,unusual,eccentric,wrong,unsuitable,improper,inappropriate,unbecoming,suspicious","","1190860"
"鍵穴","鍵[かぎ]穴[あな]","かぎあな","1","19105","0","keyhole","","1260510"
"開錠","開[かい]錠[じょう]","かいじょう","1","35616","0","unlocking","","2246990"
"開く","開[ひら]く","ひらく","1","411","0","to open,to undo,to unseal,to unpack,to bloom,to unfold,to spread out,to open (for business, e.g. in the morning),to be wide (gap, etc.),to widen,to hold (meeting, party, etc.),to give,to open,to found (nation, dynasty, sect, etc.),to open (a new business),to set up,to establish,to start,to open (ports, borders, etc.),to open (an account),to open up (new land, path, etc.),to clear,to develop,to open (a file, etc.),to extract (root),to reduce (equation),to cut open (fish),to change (kanji into hiragana),to flare (e.g. skirt),to slacken (into a poor posture),to extend","","1202440"
"わね","わね","わね","1","479","","isn't it?,it really is","","2457930"
"すぐに","すぐに","すぐに","1","312","1","immediately,right away,at once,instantly","","1430620"
"よかったら","よかったら","よかったら","1","1874","","if you like","","1554530"
"それより","それより","それより","1","880","","apart from that,other than that,leaving that aside,more importantly,more ... than that,but,however","","2026520"
"捕まる","捕[つか]まる","つかまる","1","1454","0","to be caught,to be arrested,to hold on to,to grasp,to find (e.g. proof),to get (e.g. a taxi),to be detained by","","1514110"
"明らか","明[あき]らか","あきらか","1","1564","2","clear,obvious,evident,plain,definite,bright,light","","1532310"
"現場","現[げん]場[ば]","げんば","1","1466","0","actual spot,scene (of a crime, accident, etc.),(on) site,(on) the ground,(in) the field,job site,filming location,(movie) set","","1263760"
"偶然","偶[ぐう]然[ぜん]","ぐうぜん","1","1070","0","coincidence,chance,accident,fortuity,by chance,unexpectedly,accidentally,contingency","","1246270"
"居合わせる","居[い]合[あ]わせる","いあわせる","1","9772","4","to happen to be present","","1231750"
"だめ元","だめ元[もと]","だめもと","1","171425","0","giving something a try because it will not do any harm","","2127710"
"世話係","世[せ]話[わ]係[がかり]","せわがかり","1","25021","","attendant,person who looks after one's needs,caretaker","","2827840"
"立候補","立[りっ]候[こう]補[ほ]","りっこうほ","1","11125","3","candidacy,standing as a candidate,bidding (to host an event, e.g. the Olympics)","","1551650"
"なぜか","なぜか","なぜか","1","1600","1","somehow,for some reason,without knowing why","","1610980"
"採用","採[さい]用[よう]","さいよう","1","4591","0","use,adoption,acceptance,appointment,employment,engagement,recruitment","","1294890"
"本物","本[ほん]物[もの]","ほんもの","1","890","0","genuine article,real thing,real deal","","1523180"
"度胸","度[ど]胸[きょう]","どきょう","1","5017","1","courage,bravery,pluck,nerve,grit,guts","","1445190"
"とっさ","とっさ","とっさ","1","13421","0","moment,instant","","1565170"
"機転","機[き]転[てん]","きてん","1","15050","0","quick-wittedness,tact","","1221050"
"柄","柄[がら]","がら","1","3734","2","pattern,design,body build,figure,physique,essential qualities,character,nature,appropriate to,fitting of,suitable for","","1508300"
"それはそうと","それはそうと","それはそうと","1","10532","","anyway,by the way,incidentally,well,to change the subject","","1982230"
"簡単","簡[かん]単[たん]","かんたん","1","422","0","simple,easy,uncomplicated,brief,quick,light","","1214330"
"治癒","治[ち]癒[ゆ]","ちゆ","1","12358","1","healing,cure,recovery","","1316880"
"いや","いや","いや","1","77","1","no","","2857380"
"ありがとう","ありがとう","ありがとう","1","186","2","thank you,thanks","","1586820"
"助かる","助[たす]かる","たすかる","1","535","3","to be saved,to be rescued,to survive,to escape harm,to be spared damage,to be helped,to be saved trouble","","1344380"
"あのさん","あのさん","あのさん","1","61279","","that person (mainly used in red light districts),you","","2707750"
"直接","直[ちょく]接[せつ]","ちょくせつ","1","911","0","direct,immediate,personal,firsthand","","1431110"
"言うことを聞く","言[い]うことを聞[き]く","いうことをきく","1","5292","","to do what one is told to,to take someone's advice,to listen to what someone says","","2033700"
"えーん","えーん","えーん","1","20352","","boohoo","","2862379"
"大人","大人[おとな]","おとな","1","925","1","adult,grown-up","","1414170"
"階段","階[かい]段[だん]","かいだん","1","2049","0","stairs,stairway,staircase","","1203090"
"落ち着く","落[お]ち着[つ]く","おちつく","1","461","0","to calm down,to compose oneself,to regain presence of mind,to relax,to calm down,to settle down,to die down,to become stable,to abate,to settle down (in a location, job, etc.),to settle in,to be settled (of an arrangement, conclusion, etc.),to be fixed,to have been reached,to harmonize with,to harmonise with,to match,to suit,to fit,to be unobtrusive,to be quiet,to be subdued","","1589220"
"他","他[ほか]","ほか","1","399","0","another place,some other place,somewhere else,outside,another (person or thing),other,different,something else,someone else,the rest,et al.,beyond (one's expectations, imagination, etc.),outside,except,but,other than,apart from,besides,in addition to,as well as,on top of","","1203260"
"場所","場[ば]所[しょ]","ばしょ","1","244","0","place,location,spot,position,area,room,space,sumo tournament","","1355850"
"監禁","監[かん]禁[きん]","かんきん","1","8214","0","confinement,imprisonment,incarceration","","1213610"
"かも","かも","かも","1","189","1","may,might,perhaps,may be,possibly","","2143350"
"あらあら","あらあら","あらあら","1","4607","0","roughly,broadly,generally,more or less","","1749840"
"騒がしい","騒[さわ]がしい","さわがしい","1","3467","4","noisy,boisterous,turbulent (era, etc.),troubled","","1403000"
"と思ったら","と思[おも]ったら","とおもったら","1","1721","","no sooner than,as soon as,immediately after,at the thought of,when I think about","","2754040"
"ずいぶん","ずいぶん","ずいぶん","1","1618","1","very,extremely,surprisingly,fairly,quite,considerably,awfully,terribly,terrible,horrid,contemptible,reprehensible,remarkable,extraordinary","","1372800"
"かわいらしい","かわいらしい","かわいらしい","1","7602","5","lovely,sweet,pretty,cute,adorable","","1190740"
"お客様","お客[きゃく]様[さま]","おきゃくさま","1","1760","4,0,5","guest,visitor,customer,client,shopper,spectator,audience,tourist,sightseer,passenger","","1001770"
"誘拐犯","誘[ゆう]拐[かい]犯[はん]","ゆうかいはん","1","20594","3","kidnapper,kidnaper,abductor","","1541940"
"招待","招[しょう]待[たい]","しょうたい","1","4280","1","invitation","","1349610"
"子たち","子[こ]たち","こたち","1","3256","2,1","children","","2162830"
"中には","中[なか]には","なかには","1","1779","","among (them),of (them)","","1423320"
"問答無用","問[もん]答[どう]無[む]用[よう]","もんどうむよう","1","7683","3,5","there being no use in arguing (about it),not up for discussion","","1536070"
"猛る","猛[たけ]る","たける","1","21109","2","to rage,to be fierce,to be excited","","2013380"
"炎","炎[ほのお]","ほのお","1","2463","1,2","flame,blaze,flames (of intense emotion, e.g. love, jealousy, anger),passion","","1177070"
"火球","火[か]球[きゅう]","かきゅう","1","29803","0","fireball,bolide,fireball","","2527330"
"となる","となる","となる","1","577","","to become,to be","","2100900"
"まだまだ","まだまだ","まだまだ","1","779","1","still,much more,(not) yet,still a long way to go,still a long way off,not there yet","","1527150"
"小娘","小[こ]娘[むすめ]","こむすめ","1","5661","2","young girl,lass,adolescent female","","1640110"
"大切","大[たい]切[せつ]","たいせつ","1","613","0","important,significant,serious,crucial,precious,valuable,dear,cherished,beloved,careful","","1414340"
"爆薬","爆[ばく]薬[やく]","ばくやく","1","21918","0","explosive,blasting powder","","1475980"
"引火","引[いん]火[か]","いんか","1","27195","0","ignition,catching fire","","1169480"
"省略","省[しょう]略[りゃく]","しょうりゃく","1","14299","0","omission,leaving out,abbreviation,abridgment,abridgement,shortening (e.g. of a name)","","1351120"
"負ける","負[ま]ける","まける","1","465","0","to lose,to be defeated,to be beaten,to give in (to),to yield,to succumb,to give way,to surrender,to be overcome (with),to be inferior (to),to be second (to),to be outdone (by),to get a rash (from),to come out in a rash,to reduce the price,to give a discount,to throw in (something extra) for free","","1497980"
"だめ","だめ","だめ","1","1797","2","no good,not serving its purpose,useless,broken,hopeless,wasted,in vain,purposeless,cannot,must not,not allowed,neutral point,intersection owned by neither player at the end of a game,no!,stop!","","1409110"
"惜しい","惜[お]しい","おしい","1","2144","2","regrettable,disappointing,unfortunate,precious,dear,valuable,too good for,deserving better,almost (but not quite),close (but no cigar)","","1382280"
"うぉー","うぉー","うぉー","1","16583","","woah","","2864430"
"遊ぶ","遊[あそ]ぶ","あそぶ","1","544","0","to play (games, sports),to enjoy oneself,to have a good time,to mess about (with alcohol, gambling, philandery, etc.),to be idle,to do nothing,to be unused,to meet up (with friends),to hang out,to give oneself up (to gambling, drinking, etc.),to go to (for pleasure or for study),to tease (someone),to play (with),to intentionally throw a ball to lower the batter's concentration","","1542160"
"へいへい","へいへい","へいへい","1","8350","1","yes,sure,gotcha,sycophantically,servilely,fawningly","","2837017"
"そい","そい","そい","1","14028","1","act,deed,one's doing,cause,reason","","1343140"
"オラ","オラ","オラ","1","2113","1","hola","","2863004"
"強い","強[つよ]い","つよい","1","239","2","strong,potent,competent,domineering,tough,strong,brawny,powerful,healthy,rugged,good (at),skilled,knowledgeable,being able to handle,know how to deal (with),durable (against),resistant (to),resilient,firm,rigid,solid,intense,strong,fierce,high,dependable,trustworthy","","1236070"
"筋","筋[すじ]","すじ","1","3008","1","muscle,tendon,sinew,vein,artery,fiber,fibre,string,line,stripe,streak,reason,logic,plot,storyline,lineage,descent,school (e.g. of scholarship or arts),aptitude,talent,source (of information, etc.),circle,channel,well-informed person (in a transaction),logical move (in go, shogi, etc.),ninth vertical line,seam on a helmet,gristly fish paste (made of muscle, tendons, skin, etc.),social position,status,on (a river, road, etc.),along,counter for long thin things,counter for roads or blocks when giving directions,street (in Osaka),(Edo period) counter for hundreds of mon (obsolete unit of currency)","","1241750"
"所詮","所[しょ]詮[せん]","しょせん","1","3423","0","after all,in the end,anyway,(cannot) possibly,(not) at all,(not) by any means,(not) ever","","1343300"
"入り","入[い]り","いり","1","2843","0","entering,entrance,entry,attendance,audience,number (of visitors, customers, etc.),containing,income,earnings,takings,expenses,expenditure,setting (of the Sun or Moon),beginning (of the equinoctial week, midsummer, etc.),start,first day","","1465410"
"目前","目[もく]前[ぜん]","もくぜん","1","6741","0","before one's very eyes,under one's nose,imminence,close at hand","","1535540"
"到底","到[とう]底[てい]","とうてい","1","4447","0","(cannot) possibly,(not) by any means,(not) at all,utterly,absolutely","","1449880"
"及ばない","及[およ]ばない","およばない","1","8774","","unnecessary,unattainable","","1228130"
"余計","余[よ]計[けい]","よけい","1","760","0","extra,more,too much,too many,excessive,superfluous,spare,surplus,unnecessary,needless,uncalled-for,unwanted,uninvited,all the more,even more","","1544090"
"でない","でない","でない","1","7399","","is not,am not,are not","","2823760"
"誰にも","誰[だれ]にも","だれにも","1","811","","to anyone,to everyone,by anyone,by everyone,in everyone,in anyone","","2038160"
"邪魔","邪[じゃ]魔[ま]","じゃま","1","508","0","hindrance,obstacle,nuisance,disturbance,interruption,interference,to visit (someone's home),demon who hinders Buddhist training,demon who obstructs sentient beings from maintaining moral behaviour","","1323500"
"幼女","幼[よう]女[じょ]","ようじょ","1","18867","1","little girl","","1545210"
"いったい","いったい","いったい","1","1891","0","(what) the heck,(why) in the world,(who) on earth,(where) the hell,(how) the hell,one object,one body,one unit,one group,one mass,one form,one style,one format,one fashion,one Buddhist image,one carving,one sculpture,one corpse,one sample (of bones, remains, etc.),generally,in general,on the whole,by and large,for the most part,strictly speaking,in the first place,originally,to begin with","","1164510"
"何","何[なに]","なに","1","89","0,1","what,you-know-what,that thing,whatsit,whachamacallit,what's-his-name,what's-her-name,penis,(one's) thing,dick,(not) at all,(not) in the slightest,what?,huh?,hey!,come on!,oh, no (it's fine),why (it's nothing),oh (certainly not)","","1577100"
